Report Date,Borough,Community District,Census Type,Adult Family Commercial Hotel,Adult Family Shelter,Adult Shelter,Adult Shelter Commercial Hotel,Family Cluster,Family with Children Commercial Hotel,Family with Children Shelter
6/30/21,Brooklyn,9,Individuals,,,111,,,,384
6/30/21,Brooklyn,10,Individuals,,,,,,,
6/30/21,Brooklyn,11,Individuals,,,,,,,
6/30/21,Brooklyn,12,Individuals,,,,97,,,136
6/30/21,Brooklyn,13,Individuals,,,,67,,,74
6/30/21,Brooklyn,14,Individuals,,,,,,,78
6/30/21,Brooklyn,15,Individuals,,,,,,,123
6/30/21,Brooklyn,16,Individuals,,,245,521,,65,2025
6/30/21,Brooklyn,17,Individuals,,,,127,,,764
6/30/21,Brooklyn,18,Individuals,,342,,,,,521
6/30/21,Manhattan,1,Individuals,,,,177,,76,
6/30/21,Manhattan,2,Individuals,,,,194,,,
6/30/21,Manhattan,3,Individuals,,,236,248,,,314
6/30/21,Manhattan,4,Individuals,,,112,1094,,539,
6/30/21,Manhattan,5,Individuals,,266,,1038,,1127,288
6/30/21,Manhattan,6,Individuals,,,380,319,,,
6/30/21,Manhattan,7,Individuals,,198,130,384,,,512
6/30/21,Manhattan,8,Individuals,,,35,28,,,
6/30/21,Manhattan,9,Individuals,,,,,,,506
6/30/21,Manhattan,10,Individuals,,,402,,,,538
6/30/21,Manhattan,11,Individuals,,,862,,,,468
6/30/21,Manhattan,12,Individuals,,,208,,,,
6/30/21,Queens,1,Individuals,,,118,837,,,299
6/30/21,Queens,2,Individuals,,222,,109,,181,195
6/30/21,Queens,3,Individuals,,,,404,,,630
6/30/21,Queens,4,Individuals,,,,254,,,492
6/30/21,Queens,5,Individuals,,,98,,,,
6/30/21,Queens,6,Individuals,,,,,,,
6/30/21,Queens,7,Individuals,,,102,190,,34,
6/30/21,Queens,8,Individuals,,,,,,,293
6/30/21,Queens,9,Individuals,,,,,,,
6/30/21,Queens,10,Individuals,292,,164,59,,174,
6/30/21,Queens,11,Individuals,,,,,,,
6/30/21,Queens,12,Individuals,,174,129,705,,,1281
6/30/21,Queens,13,Individuals,,,,583,,87,766
6/30/21,Queens,14,Individuals,,287,,180,,80,136
6/30/21,Staten Island,1,Individuals,,,,,,,58
6/30/21,Staten Island,2,Individuals,,,,,,,
6/30/21,Staten Island,3,Individuals,,,,,,,
9/30/21,Bronx,1,Individuals,,,331,174,,,1105
9/30/21,Bronx,2,Individuals,,166,,,47,,924
9/30/21,Bronx,3,Individuals,,86,528,185,,,841
9/30/21,Bronx,4,Individuals,,,417,,43,,2170
9/30/21,Bronx,5,Individuals,,139,342,,81,,1243
9/30/21,Bronx,6,Individuals,,54,79,,,,1944
9/30/21,Bronx,7,Individuals,,70,603,,,,318
9/30/21,Bronx,8,Individuals,,,,,,,215
9/30/21,Bronx,9,Individuals,,,258,,,,1119
9/30/21,Bronx,10,Individuals,,,,,,,565
9/30/21,Bronx,11,Individuals,,,,,,,
9/30/21,Bronx,12,Individuals,,,108,,,,285
9/30/21,Brooklyn,1,Individuals,,152,578,43,,,
9/30/21,Brooklyn,2,Individuals,,82,271,,,,62
9/30/21,Brooklyn,3,Individuals,,,525,,,,271
9/30/21,Brooklyn,4,Individuals,,,306,137,,,818
9/30/21,Brooklyn,5,Individuals,,,559,240,,,429
9/30/21,Brooklyn,6,Individuals,,113,217,397,,,375
9/30/21,Brooklyn,7,Individuals,,,181,566,,,117
9/30/21,Brooklyn,8,Individuals,,,172,89,,,366
9/30/21,Brooklyn,9,Individuals,,,269,,,,391
9/30/21,Brooklyn,10,Individuals,,,,,,,
9/30/21,Brooklyn,11,Individuals,,,,,,,
9/30/21,Brooklyn,12,Individuals,,,114,,,,142
9/30/21,Brooklyn,13,Individuals,,,,57,,,291
9/30/21,Brooklyn,14,Individuals,,,,,,,92
9/30/21,Brooklyn,15,Individuals,,,,,,,173
7/31/21,Bronx,1,Individuals,,,240,168,,,1053
7/31/21,Bronx,2,Individuals,,152,0,,58,,899
7/31/21,Bronx,3,Individuals,,84,354,214,,,811
7/31/21,Bronx,4,Individuals,,,337,77,109,,2080
7/31/21,Bronx,5,Individuals,,157,213,,117,,1220
7/31/21,Bronx,6,Individuals,,54,49,,,,1917
7/31/21,Bronx,7,Individuals,,76,599,,,,291
7/31/21,Bronx,8,Individuals,,,,,,,214
7/31/21,Bronx,9,Individuals,,,192,,,,1056
7/31/21,Bronx,10,Individuals,,,,,,,570
7/31/21,Bronx,11,Individuals,,,,,,,
7/31/21,Bronx,12,Individuals,,,105,124,,,270
7/31/21,Brooklyn,1,Individuals,,141,533,48,,,
7/31/21,Brooklyn,2,Individuals,,90,205,250,,,57
7/31/21,Brooklyn,3,Individuals,,,446,38,,,275
7/31/21,Brooklyn,4,Individuals,,,288,189,,,795
7/31/21,Brooklyn,5,Individuals,,,563,323,,57,359
7/31/21,Brooklyn,6,Individuals,,111,163,397,,,363
7/31/21,Brooklyn,7,Individuals,,,185,673,,,81
7/31/21,Brooklyn,8,Individuals,,,97,86,,,326
7/31/21,Brooklyn,9,Individuals,,,125,,,,377
7/31/21,Brooklyn,10,Individuals,,,,,,,
7/31/21,Brooklyn,11,Individuals,,,,,,,
7/31/21,Brooklyn,12,Individuals,,,100,,,,137
7/31/21,Brooklyn,13,Individuals,,,,64,,,123
7/31/21,Brooklyn,14,Individuals,,,,,,,91
7/31/21,Brooklyn,15,Individuals,,,,,,,124
7/31/21,Brooklyn,16,Individuals,,,331,526,,53,2047
7/31/21,Brooklyn,17,Individuals,,,,132,,,790
7/31/21,Brooklyn,18,Individuals,,321,,,,,475
7/31/21,Manhattan,1,Individuals,,,,217,,66,
7/31/21,Manhattan,2,Individuals,,,,64,,,
7/31/21,Manhattan,3,Individuals,,,249,265,,,298
7/31/21,Manhattan,4,Individuals,,,253,16,,484,
7/31/21,Manhattan,5,Individuals,,248,,199,,1050,294
7/31/21,Manhattan,6,Individuals,,,481,104,,,
7/31/21,Manhattan,7,Individuals,,204,156,125,,,516
7/31/21,Manhattan,8,Individuals,,,41,,,,
7/31/21,Manhattan,9,Individuals,,,,,,,516
7/31/21,Manhattan,10,Individuals,,,570,,,,523
7/31/21,Manhattan,11,Individuals,,,984,,,,457
7/31/21,Manhattan,12,Individuals,,,227,,,,
7/31/21,Queens,1,Individuals,,,156,688,,,317
7/31/21,Queens,2,Individuals,,206,,84,,107,200
7/31/21,Queens,3,Individuals,,,,478,,,639
7/31/21,Queens,4,Individuals,,,,256,,,494
7/31/21,Queens,5,Individuals,,,188,,,,
7/31/21,Queens,6,Individuals,,,,,,,
7/31/21,Queens,7,Individuals,,,111,92,,,
7/31/21,Queens,8,Individuals,,,,,,,298
7/31/21,Queens,9,Individuals,,,,,,,
7/31/21,Queens,10,Individuals,266,,166,58,,155,
7/31/21,Queens,11,Individuals,,,,,,,
7/31/21,Queens,12,Individuals,,175,145,596,,,1254
7/31/21,Queens,13,Individuals,,,,688,,92,738
7/31/21,Queens,14,Individuals,,270,50,93,,70,125
7/31/21,Staten Island,1,Individuals,,,,,,,71
7/31/21,Staten Island,2,Individuals,,,,,,,
7/31/21,Staten Island,3,Individuals,,,,,,,
9/30/21,Brooklyn,16,Individuals,,,490,424,,,2175
9/30/21,Brooklyn,17,Individuals,,,,132,,,870
9/30/21,Brooklyn,18,Individuals,,334,,,,,495
9/30/21,Manhattan,1,Individuals,,,,199,,61,
9/30/21,Manhattan,2,Individuals,,,,,,,
9/30/21,Manhattan,3,Individuals,,,323,271,,,326
9/30/21,Manhattan,4,Individuals,,,372,61,,340,
9/30/21,Manhattan,5,Individuals,,246,,225,,838,337
9/30/21,Manhattan,6,Individuals,,,591,105,,,
9/30/21,Manhattan,7,Individuals,,186,177,,,,549
9/30/21,Manhattan,8,Individuals,,,40,,,,
8/31/21,Bronx,1,Individuals,,,251,172,,,1064
8/31/21,Bronx,2,Individuals,,154,,,52,,895
8/31/21,Bronx,3,Individuals,,84,386,208,,,859
8/31/21,Bronx,4,Individuals,,,349,64,92,,2046
8/31/21,Bronx,5,Individuals,,152,226,,93,,1238
8/31/21,Bronx,6,Individuals,,54,60,,,,1915
8/31/21,Bronx,7,Individuals,,78,584,,,,289
8/31/21,Bronx,8,Individuals,,,,,,,205
8/31/21,Bronx,9,Individuals,,,231,,,,1078
8/31/21,Bronx,10,Individuals,,,,,,,571
8/31/21,Bronx,11,Individuals,,,,,,,
8/31/21,Bronx,12,Individuals,,,105,86,,,276
8/31/21,Brooklyn,1,Individuals,,155,536,43,,,
8/31/21,Brooklyn,2,Individuals,,62,238,206,,,63
8/31/21,Brooklyn,3,Individuals,,,467,29,,,286
8/31/21,Brooklyn,4,Individuals,,,293,175,,,800
8/31/21,Brooklyn,5,Individuals,,,535,296,,,375
8/31/21,Brooklyn,6,Individuals,,115,148,405,,,347
8/31/21,Brooklyn,7,Individuals,,,180,648,,,110
8/31/21,Brooklyn,8,Individuals,,,142,87,,,328
8/31/21,Brooklyn,9,Individuals,,,122,,,,391
8/31/21,Brooklyn,10,Individuals,,,,,,,
8/31/21,Brooklyn,11,Individuals,,,,,,,
8/31/21,Brooklyn,12,Individuals,,,62,,,,145
8/31/21,Brooklyn,13,Individuals,,,,59,,,159
8/31/21,Brooklyn,14,Individuals,,,,,,,84
8/31/21,Brooklyn,15,Individuals,,,,,,,142
8/31/21,Brooklyn,16,Individuals,,,386,489,,66,2081
8/31/21,Brooklyn,17,Individuals,,,,132,,,794
8/31/21,Brooklyn,18,Individuals,,331,,,,,483
8/31/21,Manhattan,1,Individuals,,,,241,,62,
8/31/21,Manhattan,2,Individuals,,,,,,,
8/31/21,Manhattan,3,Individuals,,,277,265,,,316
8/31/21,Manhattan,4,Individuals,,,327,86,,442,
8/31/21,Manhattan,5,Individuals,,233,,184,,964,321
8/31/21,Manhattan,6,Individuals,,,525,105,,,
8/31/21,Manhattan,7,Individuals,,204,174,,,,542
8/31/21,Manhattan,8,Individuals,,,37,,,,
8/31/21,Manhattan,9,Individuals,,,,,,,554
8/31/21,Manhattan,10,Individuals,,,506,,,,510
8/31/21,Manhattan,11,Individuals,,,951,,,,447
8/31/21,Manhattan,12,Individuals,,,229,,,,
8/31/21,Queens,1,Individuals,,,157,696,,,336
8/31/21,Queens,2,Individuals,,197,,229,,128,209
8/31/21,Queens,3,Individuals,,,,459,,,686
8/31/21,Queens,4,Individuals,,,,241,,,472
8/31/21,Queens,5,Individuals,,,199,,,,
8/31/21,Queens,6,Individuals,,,,,,,
8/31/21,Queens,7,Individuals,,,108,83,,,
8/31/21,Queens,8,Individuals,,,,,,,304
8/31/21,Queens,9,Individuals,,,,,,,
8/31/21,Queens,10,Individuals,256,,165,54,,53,
8/31/21,Queens,11,Individuals,,,,,,,
8/31/21,Queens,12,Individuals,,163,163,434,,,1305
8/31/21,Queens,13,Individuals,,,,669,,102,791
8/31/21,Queens,14,Individuals,,262,100,70,,59,126
8/31/21,Staten Island,1,Individuals,,,,,,,77
8/31/21,Staten Island,2,Individuals,,,,,,,
8/31/21,Staten Island,3,Individuals,,,,,,,
9/30/21,Manhattan,9,Individuals,,,,,,,546
9/30/21,Manhattan,10,Individuals,,,581,,,,533
9/30/21,Manhattan,11,Individuals,,,1047,,,,502
9/30/21,Manhattan,12,Individuals,,,267,,,,
9/30/21,Queens,1,Individuals,,,186,402,,,374
9/30/21,Queens,2,Individuals,,191,,147,,141,192
9/30/21,Queens,3,Individuals,,,,316,,,760
9/30/21,Queens,4,Individuals,,,,228,,,512
9/30/21,Queens,5,Individuals,,,174,,,,
9/30/21,Queens,6,Individuals,,,,,,,
9/30/21,Queens,7,Individuals,,,201,,,,
9/30/21,Queens,8,Individuals,,,,,,,288
9/30/21,Queens,9,Individuals,,,74,,,,
9/30/21,Queens,10,Individuals,241,,159,55,,51,
9/30/21,Queens,11,Individuals,,,,,,,
9/30/21,Queens,12,Individuals,,166,256,341,,,1362
9/30/21,Queens,13,Individuals,,,,697,,,808
9/30/21,Queens,14,Individuals,,253,99,,,,163
9/30/21,Staten Island,1,Individuals,,,,,,,109
9/30/21,Staten Island,2,Individuals,,,,,,,
9/30/21,Staten Island,3,Individuals,,,,,,,
11/30/21,Bronx,1,Individuals,,,383,174,,,1096
11/30/21,Bronx,2,Individuals,,161,,,,,870
11/30/21,Bronx,3,Individuals,,,536,188,,,831
11/30/21,Bronx,4,Individuals,,,392,,,,2164
11/30/21,Bronx,5,Individuals,,155,421,,,,1295
11/30/21,Bronx,6,Individuals,,74,67,,,,2078
11/30/21,Bronx,7,Individuals,,,608,,,,271
11/30/21,Bronx,8,Individuals,,,,,,,212
11/30/21,Bronx,9,Individuals,,,255,,,,1131
11/30/21,Bronx,10,Individuals,,,,,,,571
11/30/21,Bronx,11,Individuals,,,,,,,
11/30/21,Bronx,12,Individuals,,,106,,,,258
11/30/21,Brooklyn,1,Individuals,,152,659,35,,,
11/30/21,Brooklyn,2,Individuals,,120,300,,,,67
11/30/21,Brooklyn,3,Individuals,,,521,,,,266
11/30/21,Brooklyn,4,Individuals,,,356,135,,,796
11/30/21,Brooklyn,5,Individuals,,,613,236,,,427
11/30/21,Brooklyn,6,Individuals,,112,278,421,,,425
11/30/21,Brooklyn,7,Individuals,,,172,572,,,179
11/30/21,Brooklyn,8,Individuals,,,235,85,,,357
11/30/21,Brooklyn,9,Individuals,,,269,,,,383
11/30/21,Brooklyn,10,Individuals,,,,,,,
11/30/21,Brooklyn,11,Individuals,,,,,,,
11/30/21,Brooklyn,12,Individuals,,,133,,,,143
11/30/21,Brooklyn,13,Individuals,,,,69,,,337
11/30/21,Brooklyn,14,Individuals,,,,,,,85
11/30/21,Brooklyn,15,Individuals,,,,,,,179
11/30/21,Brooklyn,16,Individuals,,,567,452,,,2136
11/30/21,Brooklyn,17,Individuals,,,,134,,,924
11/30/21,Brooklyn,18,Individuals,,345,,,,,504
11/30/21,Manhattan,1,Individuals,,,,242,,,
11/30/21,Manhattan,2,Individuals,,,,,,,
11/30/21,Manhattan,3,Individuals,,,470,273,,,335
11/30/21,Manhattan,4,Individuals,,,358,67,,342,
11/30/21,Manhattan,5,Individuals,,308,7,211,,608,336
11/30/21,Manhattan,6,Individuals,,,579,105,,,
11/30/21,Manhattan,7,Individuals,,202,169,,,,564
11/30/21,Manhattan,8,Individuals,,,38,,,,
11/30/21,Manhattan,9,Individuals,,,,,,,565
11/30/21,Manhattan,10,Individuals,,,612,,,,534
11/30/21,Manhattan,11,Individuals,,,1080,,,,542
11/30/21,Manhattan,12,Individuals,,,258,,,,
11/30/21,Queens,1,Individuals,,,185,199,,,355
11/30/21,Queens,2,Individuals,,196,,142,,153,192
11/30/21,Queens,3,Individuals,,,,155,,,746
11/30/21,Queens,4,Individuals,,,,209,,,502
11/30/21,Queens,5,Individuals,,,200,,,,
11/30/21,Queens,6,Individuals,,,,,,,
11/30/21,Queens,7,Individuals,,,238,,,,
11/30/21,Queens,8,Individuals,,,,,,,291
11/30/21,Queens,9,Individuals,,,106,,,,
11/30/21,Queens,10,Individuals,207,,163,58,,,
11/30/21,Queens,11,Individuals,,,,,,,
11/30/21,Queens,12,Individuals,,199,279,169,,,1375
11/30/21,Queens,13,Individuals,,,,767,,,836
11/30/21,Queens,14,Individuals,,268,62,26,,,151
11/30/21,Staten Island,1,Individuals,,,,,,,127
11/30/21,Staten Island,2,Individuals,,,,,,,
11/30/21,Staten Island,3,Individuals,,,,,,,
12/31/21,Bronx,1,Individuals,,,434,172,,,1133
12/31/21,Bronx,2,Individuals,,161,0,,,,854
10/31/21,Bronx,1,Individuals,,,337,168,,,1080
10/31/21,Bronx,2,Individuals,,170,0,,,,893
10/31/21,Bronx,3,Individuals,,74,534,178,,,848
10/31/21,Bronx,4,Individuals,,,396,,,,2170
10/31/21,Bronx,5,Individuals,,155,411,,,,1291
10/31/21,Bronx,6,Individuals,,58,67,,,,2015
10/31/21,Bronx,7,Individuals,,0,585,,,,297
10/31/21,Bronx,8,Individuals,,,,,,,212
10/31/21,Bronx,9,Individuals,,,249,,,,1103
10/31/21,Bronx,10,Individuals,,,,,,,589
10/31/21,Bronx,11,Individuals,,,,,,,
10/31/21,Bronx,12,Individuals,,,101,,,,276
10/31/21,Brooklyn,1,Individuals,,150,577,46,,,
10/31/21,Brooklyn,2,Individuals,,135,307,,,,67
10/31/21,Brooklyn,3,Individuals,,,518,,,,266
10/31/21,Brooklyn,4,Individuals,,,352,136,,,798
10/31/21,Brooklyn,5,Individuals,,,608,232,,,450
10/31/21,Brooklyn,6,Individuals,,113,254,418,,,412
10/31/21,Brooklyn,7,Individuals,,,176,571,,,114
10/31/21,Brooklyn,8,Individuals,,,143,87,,,384
10/31/21,Brooklyn,9,Individuals,,,274,,,,395
10/31/21,Brooklyn,10,Individuals,,,,,,,
10/31/21,Brooklyn,11,Individuals,,,,,,,
10/31/21,Brooklyn,12,Individuals,,,124,,,,141
10/31/21,Brooklyn,13,Individuals,,,,65,,,356
10/31/21,Brooklyn,14,Individuals,,,,,,,89
10/31/21,Brooklyn,15,Individuals,,,,,,,197
10/31/21,Brooklyn,16,Individuals,,,529,448,,,2203
10/31/21,Brooklyn,17,Individuals,,,,132,,,929
10/31/21,Brooklyn,18,Individuals,,333,,,,,514
10/31/21,Manhattan,1,Individuals,,,,244,,48,
10/31/21,Manhattan,2,Individuals,,,,,,,
10/31/21,Manhattan,3,Individuals,,,415,271,,,338
10/31/21,Manhattan,4,Individuals,,,315,113,,322,
10/31/21,Manhattan,5,Individuals,,284,,218,,722,330
10/31/21,Manhattan,6,Individuals,,,553,108,,,
10/31/21,Manhattan,7,Individuals,,200,183,,,,566
10/31/21,Manhattan,8,Individuals,,,39,,,,
10/31/21,Manhattan,9,Individuals,,,,,,,572
10/31/21,Manhattan,10,Individuals,,,576,,,,537
10/31/21,Manhattan,11,Individuals,,,1063,,,,553
10/31/21,Manhattan,12,Individuals,,,260,,,,
10/31/21,Queens,1,Individuals,,,180,275,,,373
10/31/21,Queens,2,Individuals,,190,,144,,146,190
10/31/21,Queens,3,Individuals,,,,162,,,773
10/31/21,Queens,4,Individuals,,,,225,,,504
10/31/21,Queens,5,Individuals,,,193,,,,
10/31/21,Queens,6,Individuals,,,,,,,
10/31/21,Queens,7,Individuals,,,226,,,,305
10/31/21,Queens,8,Individuals,,,,,,,
10/31/21,Queens,9,Individuals,,,110,,,,
10/31/21,Queens,10,Individuals,227,,168,59,,34,
10/31/21,Queens,11,Individuals,,,,,,,
10/31/21,Queens,12,Individuals,,188,274,237,,,1383
10/31/21,Queens,13,Individuals,,,,766,,,828
10/31/21,Queens,14,Individuals,,254,81,18,,,155
10/31/21,Staten Island,1,Individuals,,,,,,,112
10/31/21,Staten Island,2,Individuals,,,,,,,
10/31/21,Staten Island,3,Individuals,,,,,,,
12/31/21,Bronx,3,Individuals,,,509,117,,,950
12/31/21,Bronx,4,Individuals,,,370,,,,2205
12/31/21,Bronx,5,Individuals,,142,429,,,,1301
12/31/21,Bronx,6,Individuals,,82,60,,,,2145
12/31/21,Bronx,7,Individuals,,,526,,,,391
12/31/21,Bronx,8,Individuals,,,,,,,212
12/31/21,Bronx,9,Individuals,,,238,,,,1141
12/31/21,Bronx,10,Individuals,,,,,,,591
12/31/21,Bronx,11,Individuals,,,,,,,
12/31/21,Bronx,12,Individuals,,,98,,,,278
12/31/21,Brooklyn,1,Individuals,,169,574,29,,,
12/31/21,Brooklyn,2,Individuals,,113,306,,,,73
12/31/21,Brooklyn,3,Individuals,,,514,,,,273
12/31/21,Brooklyn,4,Individuals,,,227,128,,,813
12/31/21,Brooklyn,5,Individuals,,,549,206,,,477
12/31/21,Brooklyn,6,Individuals,,106,273,408,,,397
12/31/21,Brooklyn,7,Individuals,,,162,551,,,203
12/31/21,Brooklyn,8,Individuals,,,182,80,,,399
12/31/21,Brooklyn,9,Individuals,,,258,,,,402
12/31/21,Brooklyn,10,Individuals,,,,,,,
12/31/21,Brooklyn,11,Individuals,,,,,,,
12/31/21,Brooklyn,12,Individuals,,,123,,,,142
12/31/21,Brooklyn,13,Individuals,,,,61,,,349
12/31/21,Brooklyn,14,Individuals,,,,,,,88
12/31/21,Brooklyn,15,Individuals,,,,,,,205
12/31/21,Brooklyn,16,Individuals,,,531,438,,,2152
12/31/21,Brooklyn,17,Individuals,,,,107,,,950
12/31/21,Brooklyn,18,Individuals,,350,111,,,,484
12/31/21,Manhattan,1,Individuals,,,,238,,,
12/31/21,Manhattan,2,Individuals,,,,,,,
12/31/21,Manhattan,3,Individuals,,,403,262,,,334
12/31/21,Manhattan,4,Individuals,,,323,129,,,
12/31/21,Manhattan,5,Individuals,,310,11,230,,8,336
12/31/21,Manhattan,6,Individuals,,,552,3,,,
12/31/21,Manhattan,7,Individuals,,196,162,,,,589
12/31/21,Manhattan,8,Individuals,,,32,,,,
12/31/21,Manhattan,9,Individuals,,,,,,,567
12/31/21,Manhattan,10,Individuals,,,625,,,,545
12/31/21,Manhattan,11,Individuals,,,1167,,,,552
12/31/21,Manhattan,12,Individuals,,,298,,,,
12/31/21,Queens,1,Individuals,,,187,239,,,343
12/31/21,Queens,2,Individuals,,207,,134,,,195
12/31/21,Queens,3,Individuals,,,,146,,,757
12/31/21,Queens,4,Individuals,,,,181,,,516
12/31/21,Queens,5,Individuals,,,194,,,,159
12/31/21,Queens,6,Individuals,,,,,,,
12/31/21,Queens,7,Individuals,,,294,,,,
12/31/21,Queens,8,Individuals,,,,,,,299
12/31/21,Queens,9,Individuals,,,94,,,,
12/31/21,Queens,10,Individuals,151,,159,82,,,
12/31/21,Queens,11,Individuals,,,,,,,
12/31/21,Queens,12,Individuals,,225,275,169,,,1368
12/31/21,Queens,13,Individuals,,,,779,,,841
12/31/21,Queens,14,Individuals,,243,62,46,,,160
12/31/21,Staten Island,1,Individuals,,,,,,,117
12/31/21,Staten Island,2,Individuals,,,,,,,
12/31/21,Staten Island,3,Individuals,,,,,,,
2/28/22,Bronx,1,Individuals,,,458,174,,,1101
2/28/22,Bronx,2,Individuals,,152,,,,,824
2/28/22,Bronx,3,Individuals,,,542,124,,,1134
2/28/22,Bronx,4,Individuals,,,346,,,,2111
2/28/22,Bronx,5,Individuals,,131,485,,,,1285
2/28/22,Bronx,6,Individuals,,90,43,,,,2063
2/28/22,Bronx,7,Individuals,,,586,,,,376
2/28/22,Bronx,8,Individuals,,,,,,,227
2/28/22,Bronx,9,Individuals,,,266,,,,1106
2/28/22,Bronx,10,Individuals,,,,,,,566
2/28/22,Bronx,11,Individuals,,,,,,,
2/28/22,Bronx,12,Individuals,,,105,,,,285
2/28/22,Brooklyn,1,Individuals,,157,672,30,,,
2/28/22,Brooklyn,2,Individuals,,144,362,,,,61
2/28/22,Brooklyn,3,Individuals,,,528,,,,261
2/28/22,Brooklyn,4,Individuals,,,299,126,,,795
2/28/22,Brooklyn,5,Individuals,,,567,244,,,481
2/28/22,Brooklyn,6,Individuals,,115,270,396,,,402
2/28/22,Brooklyn,7,Individuals,,,168,504,,,207
2/28/22,Brooklyn,8,Individuals,,,264,86,,,397
2/28/22,Brooklyn,9,Individuals,,,272,,,,389
2/28/22,Brooklyn,10,Individuals,,,,,,,
2/28/22,Brooklyn,11,Individuals,,,,,,,
2/28/22,Brooklyn,12,Individuals,,,125,,,,146
1/31/22,Bronx,1,Individuals,,,460,172,,,1102
1/31/22,Bronx,2,Individuals,,148,0,,,,854
1/31/22,Bronx,3,Individuals,,,563,121,,,1045
1/31/22,Bronx,4,Individuals,,,370,,,,2149
1/31/22,Bronx,5,Individuals,,140,465,,,,1322
1/31/22,Bronx,6,Individuals,,86,67,,,,2065
1/31/22,Bronx,7,Individuals,,,577,,,,393
1/31/22,Bronx,8,Individuals,,,,,,,218
1/31/22,Bronx,9,Individuals,,,221,,,,1119
1/31/22,Bronx,10,Individuals,,,,,,,587
1/31/22,Bronx,11,Individuals,,,,,,,
1/31/22,Bronx,12,Individuals,,,107,,,,289
1/31/22,Brooklyn,1,Individuals,,159,596,28,,,
1/31/22,Brooklyn,2,Individuals,,139,344,,,,71
1/31/22,Brooklyn,3,Individuals,,,513,,,,258
1/31/22,Brooklyn,4,Individuals,,,270,129,,,783
1/31/22,Brooklyn,5,Individuals,,,566,232,,,465
1/31/22,Brooklyn,6,Individuals,,93,288,409,,,388
1/31/22,Brooklyn,7,Individuals,,,164,525,,,212
1/31/22,Brooklyn,8,Individuals,,,239,85,,,388
1/31/22,Brooklyn,9,Individuals,,,254,,,,397
1/31/22,Brooklyn,10,Individuals,,,,,,,
1/31/22,Brooklyn,11,Individuals,,,,,,,
1/31/22,Brooklyn,12,Individuals,,,121,,,,137
1/31/22,Brooklyn,13,Individuals,,,,68,,,397
1/31/22,Brooklyn,14,Individuals,,,,,,,89
1/31/22,Brooklyn,15,Individuals,,,,,,,182
1/31/22,Brooklyn,16,Individuals,,,536,439,,,2177
1/31/22,Brooklyn,17,Individuals,,,,114,,,1012
1/31/22,Brooklyn,18,Individuals,,338,15,,,,487
1/31/22,Manhattan,1,Individuals,,,,240,,,
1/31/22,Manhattan,2,Individuals,,,,,,,
1/31/22,Manhattan,3,Individuals,,,449,258,,,326
1/31/22,Manhattan,4,Individuals,,,324,48,,,
1/31/22,Manhattan,5,Individuals,,292,16,205,,,356
1/31/22,Manhattan,6,Individuals,,,577,11,,,
1/31/22,Manhattan,7,Individuals,,206,167,,,,587
1/31/22,Manhattan,8,Individuals,,,38,,,,
1/31/22,Manhattan,9,Individuals,,,,,,,579
1/31/22,Manhattan,10,Individuals,,,695,,,,529
1/31/22,Manhattan,11,Individuals,,,1179,,,,544
1/31/22,Manhattan,12,Individuals,,,302,,,,
1/31/22,Queens,1,Individuals,,,191,187,,,353
1/31/22,Queens,2,Individuals,,217,,169,,,190
1/31/22,Queens,3,Individuals,,,,156,,,784
1/31/22,Queens,4,Individuals,,,,206,,,528
1/31/22,Queens,5,Individuals,,,183,,,,237
1/31/22,Queens,6,Individuals,,,,,,,
1/31/22,Queens,7,Individuals,,,301,,,,
1/31/22,Queens,8,Individuals,,,,,,,285
1/31/22,Queens,9,Individuals,,,105,,,,
1/31/22,Queens,10,Individuals,138,,160,58,,,
1/31/22,Queens,11,Individuals,,,,,,,
1/31/22,Queens,12,Individuals,,236,272,175,,,1350
1/31/22,Queens,13,Individuals,,,,716,,,804
1/31/22,Queens,14,Individuals,,238,64,69,,,155
1/31/22,Staten Island,1,Individuals,,,,,,,114
1/31/22,Staten Island,2,Individuals,,,,,,,
1/31/22,Staten Island,3,Individuals,,,,,,,
2/28/22,Brooklyn,13,Individuals,,,,65,,,416
2/28/22,Brooklyn,14,Individuals,,,,,,,84
2/28/22,Brooklyn,15,Individuals,,,,,,,180
2/28/22,Brooklyn,16,Individuals,,,576,469,,,2134
2/28/22,Brooklyn,17,Individuals,,,,98,,,988
2/28/22,Brooklyn,18,Individuals,,347,,,,,506
2/28/22,Manhattan,1,Individuals,,,,242,,,
2/28/22,Manhattan,2,Individuals,,,,,,,
2/28/22,Manhattan,3,Individuals,,,440,262,,,331
2/28/22,Manhattan,4,Individuals,,,363,25,,,
2/28/22,Manhattan,5,Individuals,,323,23,56,,,354
2/28/22,Manhattan,6,Individuals,,,630,,,,
2/28/22,Manhattan,7,Individuals,,206,160,,,,592
2/28/22,Manhattan,8,Individuals,,,37,,,,
2/28/22,Manhattan,9,Individuals,,,,,,,510
2/28/22,Manhattan,10,Individuals,,,707,,,,556
2/28/22,Manhattan,11,Individuals,,,1230,,,,558
2/28/22,Manhattan,12,Individuals,,,310,,,,
2/28/22,Queens,1,Individuals,,,188,166,,,348
2/28/22,Queens,2,Individuals,,254,,161,,,189
2/28/22,Queens,3,Individuals,,,,158,,,806
2/28/22,Queens,4,Individuals,,,,201,,,519
2/28/22,Queens,5,Individuals,,,178,,,,264
