LoanNumber,DateApproved,SBAOfficeCode,ProcessingMethod,BorrowerName,BorrowerAddress,BorrowerCity,BorrowerState,BorrowerZip,LoanStatusDate,LoanStatus,Term,SBAGuarantyPercentage,InitialApprovalAmount,CurrentApprovalAmount,UndisbursedAmount,FranchiseName,ServicingLenderLocationID,ServicingLenderName,ServicingLenderAddress,ServicingLenderCity,ServicingLenderState,ServicingLenderZip,RuralUrbanIndicator,HubzoneIndicator,LMIIndicator,BusinessAgeDescription,ProjectCity,ProjectCountyName,ProjectState,ProjectZip,CD,JobsReported,NAICSCode,Race,Ethnicity,UTILITIES_PROCEED,PAYROLL_PROCEED,MORTGAGE_INTEREST_PROCEED,RENT_PROCEED,REFINANCE_EIDL_PROCEED,HEALTH_CARE_PROCEED,DEBT_INTEREST_PROCEED,BusinessType,OriginatingLenderLocationID,OriginatingLender,OriginatingLenderCity,OriginatingLenderState,Gender,Veteran,NonProfit,ForgivenessAmount,ForgivenessDate
2598597108,04/11/2020,1084,PPP,ALYESKA VASCULAR SURGERY LLC,4001 LAUREL STREET SUITE 204,ANCHORAGE,AK,99508-5300,08/07/2021,Paid in Full,24,100,679690.0,679690.0,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,N,Y,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99508-5300,AK-,28,621111.0,Unanswered,Unknown/NotStated,35835.38,447544.4,,196310.22,,,,Limited  Liability Company(LLC),3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,,687846.28,07/06/2021
2988317100,04/11/2020,1084,PPP,"BLAZY CONSTRUCTION, INC.",36130 Kenai Spur Hwy,SOLDOTNA,AK,99669-7105,06/24/2021,Paid in Full,24,100,676655.0,676655.0,0,,56102,KeyBank National Association,127 Public Sq,CLEVELAND,OH,44114-1217,R,Y,N,Unanswered,SOLDOTNA,KENAI PENINSULA,AK,99669-7105,AK-,22,236210.0,Unanswered,Not Hispanic or Latino,,676655.0,,,,,,Subchapter S Corporation,56102,KeyBank National Association,CLEVELAND,OH,Male Owned,Non-Veteran,,683940.63,05/21/2021
5301868302,01/25/2021,1084,PPS,WITHIN THE WILD ADVENTURE CO,2618 Galewood St,Anchorage,AK,99508-4041,04/07/2022,Paid in Full,60,100,674254.0,674254.0,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,N,N,Existing or more than 2 years old,Anchorage,ANCHORAGE,AK,99508-4041,AK-,32,721110.0,White,Not Hispanic or Latino,1.0,674249.0,,,,,,Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Male Owned,Veteran,,681994.07,03/31/2022
4972547104,04/13/2020,1084,PPP,TRINITY ANALYSIS & DEVELOPMENT CORP,"2700 Gambell St, Suite 401",ANCHORAGE,AK,99503-2833,12/19/2020,Paid in Full,24,100,674223.0,674223.0,0,,56102,KeyBank National Association,127 Public Sq,CLEVELAND,OH,44114-1217,U,N,Y,Unanswered,ANCHORAGE,ANCHORAGE,AK,99503-2833,AK-,60,562910.0,Black or African American,Not Hispanic or Latino,,674223.0,,,,,,Corporation,56102,KeyBank National Association,CLEVELAND,OH,Male Owned,Non-Veteran,,678102.09,11/17/2020
6174297106,04/14/2020,1084,PPP,"EMC ENGINEERING, LLC","8301 Old Seward Highway, Suite 300",ANCHORAGE,AK,99518,04/27/2021,Paid in Full,24,100,673445.0,673445.0,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,N,N,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99518-0517,AK-,30,541330.0,White,Not Hispanic or Latino,11900.0,661545.0,,,,,,Limited  Liability Company(LLC),3386,First National Bank Alaska,ANCHORAGE,AK,Male Owned,Non-Veteran,,667298.43,11/23/2020
4370707107,04/13/2020,1084,PPP,"WESTERN SHEET METAL & CONTROLS, INC.",383 Industrial,ANCHORAGE,AK,99501,05/21/2021,Paid in Full,24,100,673400.0,673400.0,0,,56102,KeyBank National Association,127 Public Sq,CLEVELAND,OH,44114-1217,U,N,Y,Unanswered,ANCHORAGE,ANCHORAGE,AK,99501-0999,AK-,35,238220.0,Unanswered,Hispanic or Latino,,673400.0,,,,,,Corporation,56102,KeyBank National Association,CLEVELAND,OH,Male Owned,Non-Veteran,,679396.03,04/02/2021
3592838500,02/24/2021,1084,PPS,IMAGE DRYWALL & PAINT INC,3635 E Ruth Dr,Wasilla,AK,99654-7542,05/05/2022,Paid in Full,60,100,672217.0,672217.0,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,R,N,N,Existing or more than 2 years old,Wasilla,MATANUSKA SUSITNA,AK,99654-7542,AK-,61,238310.0,Unanswered,Hispanic or Latino,1.0,672214.0,,,,,,Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Male Owned,Non-Veteran,,679786.35,04/19/2022
3877127703,05/03/2020,1084,PPP,RASMUSON FOUNDATION,301 W. NORTHERN LIGHTS SUITE 601,ANCHORAGE,AK,99503,08/11/2020,Paid in Full,24,100,671500.0,671500.0,0,,12096,"Wells Fargo Bank, National Association",101 N Philips Ave,SIOUX FALLS,SD,57104-6738,U,N,Y,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99503,AK-,45,561990.0,Unanswered,Unknown/NotStated,,671500.0,,,,,,Non-Profit Organization,12096,"Wells Fargo Bank, National Association",SIOUX FALLS,SD,Unanswered,Unanswered,Y,,
3018618804,04/13/2021,1084,PPS,SHEET METAL INC,6517 Arctic Spur Rd,Anchorage,AK,99518-1547,04/19/2022,Paid in Full,60,100,668215.0,668215.0,0,,56102,KeyBank National Association,127 Public Sq,CLEVELAND,OH,44114-1217,U,N,N,Existing or more than 2 years old,Anchorage,ANCHORAGE,AK,99518-1547,AK-,28,238220.0,Unanswered,Unknown/NotStated,,668215.0,,,,,,Corporation,56102,KeyBank National Association,CLEVELAND,OH,Unanswered,Unanswered,,674329.62,03/23/2022
8283418306,01/29/2021,1084,PPS,SOUTHEAST ALASKA SPORTFISHING ADVENTURES INC.,SALTERY COVE,PRINCE OF WALES,AK,99921,05/07/2022,Paid in Full,60,100,667933.17,667933.17,0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,R,N,N,Existing or more than 2 years old,PRINCE OF WALES,PRINCE OF WALES HYDER,AK,99921,AK-,42,721199.0,Unanswered,Not Hispanic or Latino,1.0,667928.17,,,,,,Subchapter S Corporation,116975,Northrim Bank,ANCHORAGE,AK,Male Owned,Non-Veteran,,675747.07,04/11/2022
5774988303,01/25/2021,1084,PPS,R J H INCORPOATED,2132 Railroad Ave,Anchorage,AK,99501-1728,02/10/2022,Paid in Full,60,100,665165.0,665165.0,0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,Y,Y,Existing or more than 2 years old,Anchorage,ANCHORAGE,AK,99501-1728,AK-,48,331210.0,Unanswered,Unknown/NotStated,1.0,665159.0,,,,,,Corporation,116975,Northrim Bank,ANCHORAGE,AK,Unanswered,Unanswered,,671652.64,01/25/2022
8074307000,04/08/2020,1084,PPP,"R.J.H., INCORPORATED",2132 RAILROAD AVE,ANCHORAGE,AK,99501-1728,04/22/2021,Paid in Full,24,100,665165.0,665165.0,0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,Y,Y,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99501-1728,AK-,48,213112.0,Unanswered,Unknown/NotStated,,665165.0,,,,,,Corporation,116975,Northrim Bank,ANCHORAGE,AK,Unanswered,Unanswered,,671361.06,03/29/2021
6963018309,01/27/2021,1084,PPS,SOLOY HELICOPTERS LLC,3800 W Aviation Ave,Wasilla,AK,99654-6946,01/06/2022,Paid in Full,60,100,660772.0,660772.0,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,R,Y,Y,Existing or more than 2 years old,Wasilla,MATANUSKA SUSITNA,AK,99654-6946,AK-,29,481219.0,Unanswered,Unknown/NotStated,1.0,660770.0,,,,,,Limited  Liability Company(LLC),3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,,666311.62,12/09/2021
4175377109,04/13/2020,1084,PPP,ALASKA THERMAL FABRICATIONS LLC,1300 E Glenwood Avenue,WASILLA,AK,99654-8205,03/12/2021,Paid in Full,24,100,660290.0,660290.0,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,R,Y,N,Existing or more than 2 years old,WASILLA,MATANUSKA SUSITNA,AK,99654-8205,AK-,37,339999.0,Unanswered,Unknown/NotStated,,660290.0,,,,,,Limited  Liability Company(LLC),3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,,665499.96,02/04/2021
4380898303,01/23/2021,1084,PPS,BLAZY CONSTRUCTION INC,36130 Kenai Spur Hwy,Soldotna,AK,99669-7105,10/13/2021,Paid in Full,60,100,660000.0,660000.0,0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,R,Y,N,Existing or more than 2 years old,Soldotna,KENAI PENINSULA,AK,99669-7105,AK-,22,236220.0,Unanswered,Not Hispanic or Latino,,660000.0,,,,,,Subchapter S Corporation,116975,Northrim Bank,ANCHORAGE,AK,Male Owned,Non-Veteran,,664122.74,09/15/2021
9783697205,04/28/2020,1084,PPP,"INTERNATIONAL AVIATION SERVICE, INC",4200 WEST 50TH AVENUE,ANCHORAGE,AK,99502,09/08/2021,Paid in Full,24,100,658185.67,658185.67,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,N,N,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99502-0800,AK-,64,454310.0,Unanswered,Unknown/NotStated,,658185.67,,,,,,Subchapter S Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,,666678.97,08/19/2021
6534168310,01/27/2021,1084,PPS,"TUTKA, LLC",2485 E Zak Cir Ste A,Wasilla,AK,99654-7384,01/06/2022,Paid in Full,60,100,652640.0,652640.0,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,R,Y,N,Existing or more than 2 years old,Wasilla,MATANUSKA SUSITNA,AK,99654-7384,AK-,35,237310.0,White,Not Hispanic or Latino,1.0,652636.0,,,,,,Limited  Liability Company(LLC),3386,First National Bank Alaska,ANCHORAGE,AK,Male Owned,Non-Veteran,,658057.81,12/09/2021
5100698608,03/20/2021,1084,PPP,INTERIOR COMMUNITY HEALTH CENTER,1606 23rd Ave,Fairbanks,AK,99701-6407,04/09/2022,Paid in Full,60,100,652461.12,652461.12,0,,3495,Denali State Bank,119 N Cushman St,FAIRBANKS,AK,99701-2879,R,N,Y,Existing or more than 2 years old,Fairbanks,FAIRBANKS NORTH STAR,AK,99701-6407,AK-,39,621498.0,Unanswered,Unknown/NotStated,1.0,652459.12,,,,,,501(c)3 – Non Profit,3495,Denali State Bank,FAIRBANKS,AK,Unanswered,Unanswered,Y,564077.71,03/17/2022
8775547005,04/08/2020,1084,PPP,ALASKA LINE BUILDERS LLC,PO Box 521405,BIG LAKE,AK,99652,06/05/2021,Paid in Full,24,100,651900.0,651900.0,0,,90739,Alaska USA FCU,4000 Credit Union Dr,ANCHORAGE,AK,99503-6636,R,N,N,Existing or more than 2 years old,BIG LAKE,MATANUSKA SUSITNA,AK,99652-0001,AK-,20,238210.0,Unanswered,Unknown/NotStated,,651900.0,,,,,,Limited  Liability Company(LLC),90739,Alaska USA FCU,ANCHORAGE,AK,Unanswered,Unanswered,,659079.83,05/21/2021
5529597010,04/05/2020,1084,PPP,"BSET, LLC",3601 C st Ste 1000-36,ANCHORAGE,AK,99503-5921,09/28/2021,Paid in Full,59,100,985900.0,650139.0,0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,Y,Y,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99503-5921,AK-,73,541519.0,Unanswered,Unknown/NotStated,,650139.0,,,,,,Limited  Liability Company(LLC),116975,Northrim Bank,ANCHORAGE,AK,Unanswered,Unanswered,,658439.4,08/02/2021
7120857205,04/28/2020,1084,PPP,"CAPE FOX LODGE, LLC",800 Venetia Avenue,Ketchikan,AK,99901,02/11/2021,Paid in Full,24,100,643665.0,643665.0,0,,122517,Atlantic Union Bank,"1051 E Cary St, Ste 103",RICHMOND,VA,23219-4029,U,Y,N,New Business or 2 years or less,Ketchikan,KETCHIKAN GATEWAY,AK,99901-0001,AK-,115,721110.0,Unanswered,Unknown/NotStated,,643665.0,,,,,,Limited  Liability Company(LLC),122517,Atlantic Union Bank,RICHMOND,VA,Unanswered,Unanswered,,648313.69,01/20/2021
9231557102,04/15/2020,1084,PPP,HAMMER & WIKAN INCORPORATED,218 N. Nordic Drive,PETERSBURG,AK,99833-1234,01/29/2021,Paid in Full,24,100,640000.0,640000.0,0,,3501,First Bank,2030 Sea level Dr Ste 300,KETCHIKAN,AK,99901-6440,R,Y,N,Existing or more than 2 years old,PETERSBURG,PETERSBURG,AK,99833-1234,AK-,80,445110.0,Unanswered,Unknown/NotStated,,640000.0,,,,,,Corporation,3501,First Bank,KETCHIKAN,AK,Unanswered,Unanswered,,644295.89,12/23/2020
2794287106,04/11/2020,1084,PPP,SHEET METAL INC,6517 Arctic Spur Rd.,ANCHORAGE,AK,99518-1547,07/21/2021,Paid in Full,24,100,639684.0,639684.0,0,,56102,KeyBank National Association,127 Public Sq,CLEVELAND,OH,44114-1217,U,N,N,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99518-1547,AK-,23,238220.0,Unanswered,Unknown/NotStated,,639684.0,,,,,,Corporation,56102,KeyBank National Association,CLEVELAND,OH,Unanswered,Unanswered,,647447.84,07/12/2021
3939738407,02/05/2021,1084,PPS,SPAWN IDEAS INC,510 L St Ste 100,Anchorage,AK,99501-1946,09/24/2021,Paid in Full,60,100,639638.0,639638.0,0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,N,N,Existing or more than 2 years old,Anchorage,ANCHORAGE,AK,99501-1946,AK-,38,541810.0,Unanswered,Unknown/NotStated,,639637.0,,,,,,Employee Stock Ownership Plan(ESOP),116975,Northrim Bank,ANCHORAGE,AK,Unanswered,Unanswered,,642827.43,08/10/2021
4828937000,04/04/2020,1084,PPP,SPAWN IDEAS INC EMPLOYEE ESOP,510 L ST Ste 100,ANCHORAGE,AK,99501-1935,12/17/2020,Paid in Full,24,100,639600.0,639600.0,0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,N,N,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99501-1935,AK-,31,541613.0,Unanswered,Not Hispanic or Latino,,639600.0,,,,,,Employee Stock Ownership Plan(ESOP),116975,Northrim Bank,ANCHORAGE,AK,Unanswered,Non-Veteran,,643332.46,11/17/2020
6855338303,01/27/2021,1084,PPS,RESIDENTIAL YOUTH CARE INC.,2514 First Ave,Ketchikan,AK,99901-5804,12/07/2021,Paid in Full,60,100,638370.0,638370.0,0,,3501,First Bank,2030 Sea level Dr Ste 300,KETCHIKAN,AK,99901-6440,U,Y,N,Existing or more than 2 years old,Ketchikan,KETCHIKAN GATEWAY,AK,99901-5804,AK-,56,623990.0,Unanswered,Unknown/NotStated,1.0,638367.0,,,,,,Non-Profit Organization,3501,First Bank,KETCHIKAN,AK,Unanswered,Unanswered,Y,643214.62,11/08/2021
7230327004,04/07/2020,1084,PPP,"RESIDENITAL YOUTH CARE, INC.",2514 1st Avenue,KETCHIKAN,AK,99901-5804,01/29/2021,Paid in Full,24,100,638370.0,638370.0,0,,3501,First Bank,2030 Sea level Dr Ste 300,KETCHIKAN,AK,99901-6440,U,Y,N,Existing or more than 2 years old,KETCHIKAN,KETCHIKAN GATEWAY,AK,99901-5804,AK-,57,624110.0,Unanswered,Unknown/NotStated,,638370.0,,,,,,Non-Profit Organization,3501,First Bank,KETCHIKAN,AK,Unanswered,Unanswered,Y,642759.89,12/17/2020
4500077009,04/03/2020,1084,PPP,"A & A ROOFING CO., INC.",925 ASPEN ST,FAIRBANKS,AK,99709-5502,12/17/2020,Paid in Full,24,100,623700.0,638007.0,0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,R,N,N,Existing or more than 2 years old,FAIRBANKS,FAIRBANKS NORTH STAR,AK,99709-5502,AK-,34,238160.0,Unanswered,Unknown/NotStated,,638007.0,,,,,,Corporation,116975,Northrim Bank,ANCHORAGE,AK,Unanswered,Unanswered,,641502.93,11/03/2020
1206667102,04/10/2020,1084,PPP,"WELLSPRING HOME HEALTH CENTER, LLC",201 E. Swanson Ave.,WASILLA,AK,99654-7026,08/20/2021,Paid in Full,24,100,635800.0,635800.0,0,,56102,KeyBank National Association,127 Public Sq,CLEVELAND,OH,44114-1217,R,Y,Y,Unanswered,WASILLA,MATANUSKA SUSITNA,AK,99654-7026,AK-,53,621610.0,Unanswered,Not Hispanic or Latino,,635800.0,,,,,,Limited  Liability Company(LLC),56102,KeyBank National Association,CLEVELAND,OH,Male Owned,Veteran,,644021.85,08/06/2021
7691787103,04/14/2020,1084,PPP,"M & S ASSOCIATES, INC.",2285 Trout Street,JUNEAU,AK,99803-8036,05/20/2021,Paid in Full,24,100,635700.0,635700.0,0,,3501,First Bank,2030 Sea level Dr Ste 300,KETCHIKAN,AK,99901-6440,U,N,N,Existing or more than 2 years old,JUNEAU,JUNEAU,AK,99803-2000,AK-,104,722513.0,Unanswered,Unknown/NotStated,,635700.0,,,,,,Corporation,3501,First Bank,KETCHIKAN,AK,Male Owned,Unanswered,,641813.17,04/12/2021
8700617106,04/15/2020,1084,PPP,"JUNEAU BONE & JOINT CENTER, LLC",3220 Hospital Drive,JUNEAU,AK,99801-7899,02/24/2021,Paid in Full,24,100,445589.0,634665.0,0,,3501,First Bank,2030 Sea level Dr Ste 300,KETCHIKAN,AK,99901-6440,U,Y,N,Existing or more than 2 years old,JUNEAU,JUNEAU,AK,99801-7899,AK-,30,621111.0,Unanswered,Unknown/NotStated,,634665.0,,,,,,Limited  Liability Company(LLC),3501,First Bank,KETCHIKAN,AK,Unanswered,Unanswered,,639481.5,01/26/2021
1553707106,04/10/2020,1084,PPP,"WIND TALKER INNOVATIONS, INC.",510 L St Suite 310,ANCHORAGE,AK,99501-1935,07/09/2021,Paid in Full,24,100,505422.0,634546.0,0,,444842,Commencement Bank,"1102 Commerce St, Ste 100",TACOMA,WA,98402-4376,U,N,N,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99501-1935,AK-,19,511210.0,Unanswered,Unknown/NotStated,,634546.0,,,,,,Corporation,444842,Commencement Bank,TACOMA,WA,Unanswered,Unanswered,,642001.92,06/14/2021
2445768509,02/20/2021,1084,PPS,CRITERION GENERAL INC,2820 Commercial Dr,Anchorage,AK,99501-3015,01/08/2022,Paid in Full,60,100,632108.42,632108.42,0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,Y,Y,Existing or more than 2 years old,Anchorage,ANCHORAGE,AK,99501-3015,AK-,29,236220.0,Unanswered,Not Hispanic or Latino,1.0,632106.42,,,,,,Corporation,116975,Northrim Bank,ANCHORAGE,AK,Male Owned,Veteran,,637147.97,12/14/2021
7325157102,04/14/2020,1084,PPP,"CRITERION GENERAL, INC.",2820 COMMERCIAL DRIVE,ANCHORAGE,AK,99501,12/04/2020,Paid in Full,24,100,632108.42,632108.42,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,Y,Y,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99501-0999,AK-,40,236220.0,Unanswered,Unknown/NotStated,,632108.42,,,,,,Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,,635710.57,11/17/2020
7204047010,04/07/2020,1084,PPP,BAC TRANSPORTATION LLC,151 W. 100th Ave,ANCHORAGE,AK,99515-2676,05/20/2021,Paid in Full,24,100,632000.0,632000.0,0,,91852,NuVision FCU,7812 Edinger Ave,HUNTINGTON BEACH,CA,92647-3727,U,N,N,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99515-2676,AK-,110,485999.0,Unanswered,Unknown/NotStated,,632000.0,,,,,,Limited  Liability Company(LLC),91852,NuVision FCU,HUNTINGTON BEACH,CA,Unanswered,Unanswered,,638631.67,05/03/2021
2698198600,03/15/2021,1084,PPS,CRYSTAL CREEK LODGE LLC,46 BIG CREEK RD,KING SALMON,AK,99613,02/10/2022,Paid in Full,60,100,631444.55,631444.55,0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,R,N,N,Existing or more than 2 years old,KING SALMON,BRISTOL BAY,AK,99613,AK-,24,721110.0,Unanswered,Unknown/NotStated,1.0,631442.55,,,,,,Limited  Liability Company(LLC),116975,Northrim Bank,ANCHORAGE,AK,Unanswered,Unanswered,,636617.21,01/11/2022
3184847105,04/11/2020,1084,PPP,STARS OF GOLD LLC,340 G STEET 200,ANCHORAGE,AK,99501,04/27/2021,Paid in Full,24,100,631160.0,631160.0,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,N,N,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99501-0999,AK-,63,722310.0,Asian,Not Hispanic or Latino,,631160.0,,,,,,Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Female Owned,Non-Veteran,,624733.8,11/17/2020
5743638300,01/25/2021,1084,PPS,K2 ADVENTURES INC.,14052 E 2nd St,Talkeetna,AK,99676-0519,,Exemption 4,60,100,629365.0,629365.0,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,R,Y,N,Existing or more than 2 years old,Talkeetna,MATANUSKA SUSITNA,AK,99676-0519,AK-,21,481211.0,Unanswered,Unknown/NotStated,1.0,629360.0,,,,,,Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,,,
8392637000,04/08/2020,1084,PPP,"MIRANDA ELECTRIC, INC",980 DEERE ST,FAIRBANKS,AK,99709-5536,12/18/2021,Paid in Full,24,100,629000.0,629000.0,0,,3498,Mt. McKinley Bank,500 Fourth Ave,FAIRBANKS,AK,99701-4714,R,N,N,Existing or more than 2 years old,FAIRBANKS,FAIRBANKS NORTH STAR,AK,99709-5536,AK-,30,238210.0,Unanswered,Unknown/NotStated,,629000.0,,,,,,Subchapter S Corporation,3498,Mt. McKinley Bank,FAIRBANKS,AK,Unanswered,Unanswered,,637513.04,08/24/2021
5757547106,04/14/2020,1084,PPP,"ALASKA PUBLIC MEDIA, INC",3877 UNIVERSITY DRIVE,ANCHORAGE,AK,99508-4646,01/08/2021,Paid in Full,24,100,627396.0,627396.0,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,N,N,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99508-4646,AK-,43,515111.0,Unanswered,Unknown/NotStated,,627396.0,,,,,,Non-Profit Organization,3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,Y,631607.29,12/23/2020
5804147108,04/14/2020,1084,PPP,"CONSOLIDATED ENTERPRISES, INC",633 E 81st Avenue,ANCHORAGE,AK,99501,12/04/2020,Paid in Full,24,100,625877.31,625877.31,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,N,N,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99501-0999,AK-,37,238160.0,Unanswered,Unknown/NotStated,,625877.31,,,,,,Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,,629443.95,11/17/2020
1913827210,04/15/2020,1084,PPP,CATHOLIC SOCIAL SERVICES INC.,3710 E 20th Ave,ANCHORAGE,AK,99508,01/08/2021,Paid in Full,24,100,624682.0,624682.0,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,N,N,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99508-0002,AK-,99,519120.0,Unanswered,Unknown/NotStated,,624682.0,,,,,,Non-Profit Organization,3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,Y,628481.44,12/03/2020
3517308309,01/22/2021,1084,PPS,THE NEW PEANUT FARM INC,5227 Old Seward Hwy,Anchorage,AK,99518-1454,07/02/2022,Paid in Full,60,100,624508.0,624508.0,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,Y,Y,Existing or more than 2 years old,Anchorage,ANCHORAGE,AK,99518-1454,AK-,43,722511.0,Unanswered,Unknown/NotStated,1.0,624502.0,,,,,,Cooperative,3386,First National Bank Alaska,ANCHORAGE,AK,Male Owned,Non-Veteran,,633045.79,06/21/2022
7735507103,04/14/2020,1084,PPP,"TAYLOR FIRE PROTECTION SERVICES, LLC",5887 E BLUE LUPINE DR,PALMER,AK,99645,04/08/2021,Paid in Full,24,100,623066.77,623066.77,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,R,Y,N,Existing or more than 2 years old,PALMER,MATANUSKA SUSITNA,AK,99645-0001,AK-,35,238220.0,White,Not Hispanic or Latino,4000.0,585066.79,,31500.0,,,2499.98,Limited  Liability Company(LLC),3386,First National Bank Alaska,ANCHORAGE,AK,Male Owned,Non-Veteran,,628460.99,03/05/2021
7438677003,04/07/2020,1084,PPP,BETTISWORTH NORTH ARCHITECTS AND PLANNERS INC,212 Front St,FAIRBANKS,AK,99701-3145,07/15/2021,Paid in Full,24,100,622477.0,622477.0,0,,3495,Denali State Bank,119 N Cushman St,FAIRBANKS,AK,99701-2879,R,N,N,Existing or more than 2 years old,FAIRBANKS,FAIRBANKS NORTH STAR,AK,99701-3145,AK-,35,541320.0,Unanswered,Unknown/NotStated,,622477.0,,,,,,Subchapter S Corporation,3495,Denali State Bank,FAIRBANKS,AK,Unanswered,Unanswered,,630223.38,07/07/2021
4174497707,05/01/2020,1084,PPP,ROY BRILEY INC,1577 C ST. STE 101,ANCHORAGE,AK,99501,07/13/2021,Paid in Full,24,100,620000.0,620000.0,0,,12096,"Wells Fargo Bank, National Association",101 N Philips Ave,SIOUX FALLS,SD,57104-6738,U,Y,Y,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99501-0999,AK-,35,524210.0,White,Unknown/NotStated,,620000.0,,,,,,Corporation,12096,"Wells Fargo Bank, National Association",SIOUX FALLS,SD,Male Owned,Non-Veteran,,626879.45,06/16/2021
3602607107,04/11/2020,1084,PPP,"JOLT CONSTRUCTION & TRAFFIC MAINTENANCE, INC",PO Box 520366,BIG LAKE,AK,99652,12/04/2020,Paid in Full,24,100,619139.79,619139.79,0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,R,N,N,Existing or more than 2 years old,BIG LAKE,MATANUSKA SUSITNA,AK,99652-0001,AK-,70,339950.0,Unanswered,Unknown/NotStated,2211.38,598828.41,2100.0,16000.0,,,,Subchapter S Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,,622701.96,11/17/2020
9911267004,04/09/2020,1084,PPP,"TRIUMVIRATE, LLC",3705 ARCTIC BLVD 429,ANCHORAGE,AK,99503-5774,06/17/2021,Paid in Full,24,100,301500.0,619100.0,0,,77193,Bank of Jackson Hole,990 W Broadway,JACKSON,WY,83001,U,N,Y,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99503-5774,AK-,12,713920.0,Unanswered,Not Hispanic or Latino,,619100.0,,,,,,Limited  Liability Company(LLC),77193,Bank of Jackson Hole,JACKSON,WY,Male Owned,Unanswered,,625841.31,05/21/2021
